ID,英文名稱,中文名稱,圖片,語言,備註,更新日期
3246190,tremblement {Fr.},颤音,,法,nan,2017-08-08
3246191,tremolando {It.},颤音,,<p>义</p>,<p>20240426修订</p>,2017-08-08
3246192,tremolieren {Ger.},颤音,,<p>德</p>,<p>20240426修订</p>,2017-08-08
3246193,tremolo {It.},颤音；轮指奏,,<p>义</p>,<p>20240418修订</p>,2017-08-08
3246194,tremulant,振动器,,英,nan,2017-08-08
3246195,tremulieren {Ger.},颤音,,<p>德</p>,<p>20240426修订</p>,2017-08-08
3246196,trenchmore,特伦奇摩舞曲,,英,nan,2017-08-08
3246197,trenmolando {It.},抖音,,义,nan,2017-08-08
3246198,Trent Codices,特林特抄本,,法,nan,2017-08-08
3246199,trepak,特雷帕克舞曲,,俄,nan,2017-08-08
3246200,triad,三和弦（弦）,,英,nan,2017-08-08
3246201,triad on leading note,导音三和弦,,英,nan,2017-08-08
3246202,triade diminuita {It.},减三和弦（弦）,,义,nan,2017-08-08
3246203,triade {It.},三和弦,,义,nan,2017-08-08
3246204,triadi secondarie,副三和弦,,义,nan,2017-08-08
3246205,Triangel {Ger.},三角铁,,德,nan,2017-08-08
3246206,triangle {Fr.},三角铁,,英˙法,nan,2017-08-08
3246207,triangolo {It.},三角铁,,义,nan,2017-08-08
3246208,triángulo {Sp.},三角铁,,西,nan,2017-08-08
3246209,tributary subject,附加主题,,英,nan,2017-08-08
3246210,tricinium {Lat.},三声部曲,,拉,nan,2017-08-08
3246211,trill,震音,,<p>英</p>,<p>20240418修订</p>,2017-08-08
3246212,trill-key,震音键,,<p>英</p>,<p>20240418修订</p>,2017-08-08
3246213,trille {Fr.},震音,,<p>法</p>,<p>20240426修订</p>,2017-08-08
3246214,Triller {Ger.},震音,,<p>德</p>,<p>20240426修订</p>,2017-08-08
3246215,trillo caprino {It.},羊震音,,<p>义</p>,<p>20240426修订</p>,2017-08-08
3246216,trillo doppio {It.},双震音,,<p>义</p>,<p>20240426修订</p>,2017-08-08
3246217,trillo {It.},震音,,<p>义</p>,<p>20240426修订</p>,2017-08-08
3246218,Trinklied {Ger.},饮酒歌,,德,nan,2017-08-08
3246219,trio per piano ed archi {It.},钢琴三重奏；钢琴三重奏曲,,义,nan,2017-08-08
3246220,trio pour piano et cordes {Fr.},钢琴三重奏；钢琴三重奏曲,,法,nan,2017-08-08
3246221,trio sonata,三重奏鸣曲,,英,nan,2017-08-08
3246222,trio {It.},三重奏；三重奏乐段；中段,,义,nan,2017-08-08
3246223,Triole {Ger.},三连音；三连音符,,德,nan,2017-08-08
3246224,triolet {Fr.},三连音；三连音符,,法,nan,2017-08-08
3246225,triomphal {Fr.},胜利的；凯旋的,,法,nan,2017-08-08
3246226,trionfale {It.},胜利的；凯旋的,,义,nan,2017-08-08
3246227,Tripelfuge {Ger.},三主题复格,,德,nan,2017-08-08
3246228,Tripelkonzert {Ger.},三重协奏曲,,德,nan,2017-08-08
3246229,Tripeltakt {Ger.},三拍子,,德,nan,2017-08-08
3246230,triple canon,三主题卡农,,英,nan,2017-08-08
3246231,triple chant,三式圣歌,,英,nan,2017-08-08
3246232,triple concerto,三重协奏曲,,英,nan,2017-08-08
3246233,triple counterpoint,三部对位,,英,nan,2017-08-08
3246234,triple figuration,三重音型法,,英,nan,2017-08-08
3246235,triple fugue {Fr.},三主题复格,,英˙法,nan,2017-08-08
3246236,triple meter,三拍子,,英,nan,2017-08-08
3246237,triple passing tone,三重经过音,,英,nan,2017-08-08
3246238,triple stop,三音奏(弦乐器),,英,nan,2017-08-08
3246239,triple time,三拍子,,英,nan,2017-08-08
3246240,triple tonguing,三吐吹法,,英,nan,2017-08-08
3246241,triple-croche {Fr.},三十二分音符,,法,nan,2017-08-08
3246242,triplet,三连音；三连音符,,英,nan,2017-08-08
3246243,triplo concerto {It.},三重协奏曲,,义,nan,2017-08-08
3246244,triplum {Lat.},第三声部,,拉,nan,2017-08-08
3246245,trisagion {Gr.},三圣曲,,希,nan,2017-08-08
3246246,trishagion {Gr.},三圣曲,,希,nan,2017-08-08
3246247,Tristan-Akkord {Ger.},崔斯坦和弦,,德,nan,2017-08-08
3246248,triste {Sp.},特利斯特民谣；悲伤的,,西,nan,2017-08-08
3246249,triton {Fr.},三全音,,法,nan,2017-08-08
3246250,tritone,三全音,,英,nan,2017-08-08
3246251,tritono {It.},三全音,,义,nan,2017-08-08
3246252,Tritonus {Ger.},三全音,,德,nan,2017-08-08
3246253,tritonus {Lat.},三全音,,拉,nan,2017-08-08
3246254,tritus {Gr.},第三,,希,nan,2017-08-08
3246255,Trobador,游唱诗人,,普洛凡斯,nan,2017-08-08
3246256,trois parties {Fr.},三声部,,法,nan,2017-08-08
3246257,trois voix {Fr.},三声部,,法,nan,2017-08-08
3246258,troisième renversement {Fr.},第三转位,,法,nan,2017-08-08
3246259,tromba bassa {It.},低音小号,,义,nan,2017-08-08
3246260,tromba da tirarsi {It.},伸缩小号,,义,nan,2017-08-08
3246261,tromba marina {It.},海号独弦琴,,义,nan,2017-08-08
3246262,tromba piccola {It.},小小号（巴赫小号）,,义,nan,2017-08-08
3246263,tromba spezzata {It.},长号,,义,nan,2017-08-08
3246264,tromba {It.},小号,,义,nan,2017-08-08
3246265,trombone à coulisse {Fr.},伸缩长号,,法,nan,2017-08-08
3246266,trombone à pistons {Fr.},活塞长号,,法,nan,2017-08-08
3246267,trombone a tiro {It.},伸缩长号,,义,nan,2017-08-08
3246268,trombone alto {Fr.},中音长号,,法,nan,2017-08-08
3246269,trombone basse {Fr.},低音长号,,法,nan,2017-08-08
3246270,trombone basso {It.},低音长号,,义,nan,2017-08-08
3246271,Trombone contrabasso {It.},倍低音长号,,义,nan,2017-08-08
3246272,trombone contralto {It.},中音长号,,义,nan,2017-08-08
3246273,Trombone contrebasse {Fr.},倍低音长号,,法,nan,2017-08-08
3246274,trombone ténor {Fr.},次中音长号,,法,nan,2017-08-08
3246275,trombone tenor-basse {Fr.},次中音－低音长号,,法,nan,2017-08-08
3246276,trombone tenor-basso {It.},次中音－低音长号,,义,nan,2017-08-08
3246277,trombone tenore,次中音长号,,义,nan,2017-08-08
3246278,trombone ventile,活塞长号,,义,nan,2017-08-08
3246279,trombone {Fr.}{It.},长号,,英˙法˙义,nan,2017-08-08
3246280,trombonino {It.},中音长号｛义｝,,义,nan,2017-08-08
3246281,Trommel {Ger.},鼓,,德,nan,2017-08-08
3246282,Trommelbass {Ger.},分离八度低音,,德,nan,2017-08-08
3246283,trompe de chasse {Fr.},猎号,,法,nan,2017-08-08
3246284,Trompete {Ger.},小号,,德,nan,2017-08-08
3246285,trompette à coulisse {Fr.},伸缩小号,,法,nan,2017-08-08
3246286,Trompette d'Aida {Fr.},阿依达小号,,法,nan,2017-08-08
3246287,trompette simple {Fr.},自然小号,,法,nan,2017-08-08
3246288,Trompette thébaine {Fr.},阿依达小号,,法,nan,2017-08-08
3246289,trompette {Fr.},小号,,法,nan,2017-08-08
3246290,tronca {It.},截断的；断的,,义,nan,2017-08-08
3246291,tronco {It.},截断的；断的,,义,nan,2017-08-08
3246292,tronçon {Fr.},片段,,法,nan,2017-08-08
3246293,Troparium {Lat.},插句歌集,,拉,nan,2017-08-08
3246294,trope,插句；填句(法),,英,nan,2017-08-08
3246295,Trope {Ger.},插句；填句(法),,德,nan,2017-08-08
3246296,Troper,插句歌集,,英,nan,2017-08-08
3246297,troppo {It.},过分,,义,nan,2017-08-08
3246298,Trotzig {Ger.},反抗的；固执的,,德,nan,2017-08-08
3246299,troubadour religious song,游唱乐人宗教曲,,英,nan,2017-08-08
3246300,troubadour,游唱诗人；游唱乐人｛法国南方｝,,法,nan,2020-11-25
3246301,troubadours {Fr.},游唱乐人,,法,nan,2017-08-08
3246302,trouvère {Fr.},游唱诗人；游唱乐人｛法国北方｝,,法,nan,2020-11-25
3246303,"Trovatore,II",游唱诗人,,义,nan,2017-08-08
3246304,trüb {Ger.},阴暗的；昏暗的；忧郁的,,德,nan,2017-08-08
3246305,Trugschluss {Ger.},假终止,,德,nan,2017-08-08
3246306,trumpet,小号,,英,nan,2017-08-08
3246307,trumpet marine {It.},海号独弦琴,,义,nan,2017-08-08
3246308,trumscheit {Fr.},海号独弦琴,,法,nan,2017-08-08
3246309,trupus {Lat.},插句；填句(法),,拉,nan,2017-08-08
3246310,Ttriana {Sp.},特里阿纳舞曲,,西,nan,2017-08-08
3246311,tuba {Fr.},低音号,,英．法,nan,2017-08-08
3246312,Tuba {Ger.},低音号,,德,nan,2017-08-08
3246313,tuba {It.},低音号,,义,nan,2017-08-08
3246314,tubo aperto {It.},开管,,义,nan,2017-08-08
3246315,tubo {It.},管,,义,nan,2017-08-08
3246316,tubular bells,管钟,,英,nan,2017-08-08
3246317,tumba {Sp.},顿巴舞曲｛中美洲｝,,西,nan,2017-08-08
3246318,tumultuoso {It.},乱哄的；骚动的,,义,nan,2017-08-08
3246319,tune,歌调,,英,nan,2017-08-08
3246320,tuner,调谐器；调音器,,英,nan,2017-08-08
3246321,tuning,调音,,英,nan,2017-08-08
3246322,tuning fork,音叉,,英,nan,2017-08-08
3246323,tuning peg,弦（弦）栓，琴轸,,英,nan,2017-08-08
3246324,tunon chorista {It.},歌队音高,,义,nan,2017-08-08
3246325,tuorba {It.},大鲁特琴,,义,nan,2017-08-08
3246326,turba {Lat.},众唱段,,拉,nan,2017-08-08
3246327,turbae {Lat.},众唱段,,拉,nan,2017-08-08
3246328,turkish crescent,塔架铃｛土耳其｝,,英,nan,2017-08-08
3246329,turkish music,土耳其音乐,,英,nan,2017-08-08
3246330,Turmmusik {Ger.},塔乐,,德,nan,2017-08-08
3246331,Turn,回音,,英,nan,2017-08-08
3246332,tutta forza {It.},全力,,义,nan,2017-08-08
3246333,tutte le corde {It.},全弦奏,,义,nan,2017-08-08
3246334,tutti {It.},总奏,,义,nan,2017-08-08
3246335,tuyau à anche {Fr.},簧管,,法,nan,2017-08-08
3246336,tuyau à bouche {Fr.},直笛音管,,法,nan,2017-08-08
3246337,tuyau ouvert {Fr.},开管,,法,nan,2017-08-08
3246338,tuyau {Fr.},管,,法,nan,2017-08-08
3246339,twelfth,十二度,,英,nan,2017-08-08
3246340,twelve-bar rhythm,十二小节乐句,,英,nan,2017-08-08
3246341,twelve-bar sentence,十二小节乐句,,英,nan,2017-08-08
3246342,twelve-note composition,十二音作品,,英,nan,2017-08-08
3246343,Twelve-notes scale,十二音音阶,,英,nan,2017-08-08
3246344,twelve-part canon,十二部卡农,,英,nan,2017-08-08
3246345,twelve-tone music,十二音音乐,,英,nan,2017-08-08
3246346,twelve-tone system,十二音制,,英,nan,2017-08-08
3246347,twelve-tone technique,十二音技巧,,英,nan,2017-08-08
3246348,twice accented octave,二点八度｛音域｝,,英,nan,2017-08-08
3246349,twig brush,条刷,,英,nan,2017-08-08
3246350,twist,扭扭舞,,英,nan,2017-08-08
3246351,two beat,二拍节奏,,英,nan,2017-08-08
3246352,two lined octave,二点八度｛音域｝,,英,nan,2017-08-08
3246353,two notes to one,二对一｛对位｝,,英,nan,2017-08-08
3246354,two parts,二声部,,英,nan,2017-08-08
3246355,two to three suspension,二三挂留音,,英,nan,2017-08-08
3246356,two voices,二声部,,英,nan,2017-08-08
3246357,two-bar motive,二小节动机,,英,nan,2017-08-08
3246358,Two-four meter [time],二四拍子,,英,nan,2017-08-08
3246359,two-movement form,二乐章形式,,英,nan,2017-08-08
3246360,two-part canon,二部卡农,,英,nan,2017-08-08
3246361,two-part counterpoint,二部对位,,英,nan,2017-08-08
3246362,two-part form,二段式,,英,nan,2017-08-08
3246363,two-part fugue,二部复格,,英,nan,2017-08-08
3246364,two-part harmony,二部和声,,英,nan,2017-08-08
3246365,two-part song form,二段歌谣形式,,英,nan,2017-08-08
3246366,two-step,二步舞,,英,nan,2017-08-08
3246367,two-two meter,二二拍子,,英,nan,2017-08-08
3246368,two-two time,二二拍子,,英,nan,2017-08-08
3246369,tympanon {Fr.},扬琴,,法,nan,2017-08-08
3246370,typical cyclic form,标准连章形式,,英,nan,2017-08-08
3246371,typical form,标准形式,,英,nan,2017-08-08
3246372,typical motive,特性动机,,英,nan,2017-08-08
3246373,typologie {Fr.},类型学,,法,nan,2017-08-08
3246374,Typologie {Ger.},类型学,,德,nan,2017-08-08
3246375,typology,类型学,,英,nan,2017-08-08
3246376,Typophon {Ger.},音叉琴,,德,nan,2017-08-08
3246377,typophone {Fr.},音叉琴,,法,nan,2017-08-08
3246378,Tyrolienne {Fr.},提洛尔舞曲,,法,nan,2017-08-08
3246379,Überblasen {Ger.},超吹,,德,nan,2017-08-08
3246380,Übergang {Ger.},过渡乐句；过门,,德,nan,2017-08-08
3246381,Übergangsform {Ger.},折衷形式,,德,nan,2017-08-08
3246382,Übergangsharmonie{Ger.},经过性和弦｛转调｝,,德,nan,2017-08-08
3246383,Überleitung {Ger.},连接句,,德,nan,2017-08-08
3246384,übermässige Prime {Ger.},增一度,,德,nan,2017-08-08
3246385,übermässige Quarte {Ger.},增四度,,德,nan,2017-08-08
3246386,übermässige Quinte {Ger.},增五度,,德,nan,2017-08-08
3246387,übermässige Quintsextakkord {Ger.},增六五和弦,,德,nan,2017-08-08
3246388,übermässige Sekunde {Ger.},增二度,,德,nan,2017-08-08
3246389,übermässige Septime {Ger.},增七度,,德,nan,2017-08-08
3246390,übermässige Sexte {Ger.},增六度,,德,nan,2017-08-08
3246391,übermässige Terz {Ger.},增三度,,德,nan,2017-08-08
3246392,übermässiger Akkord {Ger.},增和弦,,德,nan,2017-08-08
3246393,übermässiges Intervall {Ger.},增音程,,德,nan,2017-08-08
3246394,Ud (Oud),乌德琴,,英,nan,2017-08-08
3246395,Udizione,听觉,,义,nan,2017-08-08
3246396,Ugav(b) {Heb.},乌加布,,希伯来,nan,2017-08-08
3246397,uillean pipes,爱尔兰风笛,,英,nan,2017-08-08
3246398,uilleann pipe,联式风笛,,英,nan,2017-08-08
3246399,ukulele,小吉他｛夏威夷｝,,英,nan,2017-08-08
3246400,ulce melos {Lat.},扬琴,,拉,nan,2017-08-08
3246401,Ultraschall {Ger.},超音波,,德,nan,2017-08-08
3246402,ultrason {Fr.},超音波,,法,nan,2017-08-08
3246403,ultrasonic wave,超音波,,英,nan,2017-08-08
3246404,ultrasonics,超音波,,英,nan,2017-08-08
3246405,ultrasuono {It.},超音波,,义,nan,2017-08-08
3246406,Umdeutungsakkord {Ger.},共通和弦（弦）；枢纽和弦（弦）；中介和弦（弦）,,德,nan,2017-08-08
3246407,Umfang ( des Tonsystems ) {Ger.},音域,,德,nan,2017-08-08
3246408,Umgekehrter Akkord {Ger.},转位和弦,,德,nan,2017-08-08
3246409,Umkehrbarer Kontrapunkt {Ger.},转位对位,,德,nan,2017-08-08
3246410,Umkehrung {Ger.},转位；反向,,德,nan,2017-08-08
3246411,Umkehrungsfuge {Ger.},转位复格,,德,nan,2017-08-08
3246412,Umkehrungskanon {Ger.},转位卡农,,德,nan,2017-08-08
3246413,umoresca {It.},幽默曲,,义,nan,2017-08-08
3246414,un pochettino {It.},很少一点,,义,nan,2017-08-08
3246415,un poco {It.},稍微；一点点,,义,nan,2017-08-08
3246416,una corda {It.},使用弱音踏瓣；单弦（弦）奏,,义,nan,2017-08-08
3246417,unaccented auxiliary note,弱助音,,英,nan,2017-08-08
3246418,unaccented bar,弱小节,,英,nan,2017-08-08
3246419,unaccented octave,小字八度｛音域｝,,英,nan,2017-08-08
3246420,unaccented passing note,弱经过音,,英,nan,2017-08-08
3246421,unaccompanied,无伴奏,,英,nan,2017-08-08
3246422,Unbestimmte Musik {Ger.},不确定性音乐,,德,nan,2017-08-08
3246423,undecimole {It.},十一连音；十一连音符,,义,nan,2017-08-08
3246424,undecuplet,十一连音；十一连音符,,英,nan,2017-08-08
3246425,Undezime {Ger.},十一度,,德,nan,2017-08-08
3246426,Undezimenakkord {Ger.},十一和弦（弦）,,德,nan,2017-08-08
3246427,undicesima {It.},十一度,,义,nan,2017-08-08
3246428,unechoic room,无响室,,英,nan,2017-08-08
3246429,Unendliche Melodie {Ger.},无止尽旋律,,德,nan,2017-08-08
3246430,unequal actave,不均等八度,,英,nan,2017-08-08
3246431,unequal temperament,不等分平均律,,英,nan,2017-08-08
3246432,unequal tempered scale,不平均律音阶,,英,nan,2017-08-08
3246433,unessential discord,次要不协和和弦,,英,nan,2017-08-08
3246434,unessential note,次要音,,英,nan,2017-08-08
3246435,uneven meter [time],奇数拍子,,英,nan,2017-08-08
3246436,unfigured bass,无数字低音,,英,nan,2017-08-08
3246437,ungaresca {It.},匈牙利风格,,义,nan,2017-08-08
3246438,Ungarische Tänze {Ger.},匈牙利舞曲,,德,nan,2017-08-08
3246439,Ungarische Tonleiter {Ger.},匈牙利音阶,,德,nan,2017-08-08
3246440,Ungeduldig {Ger.},不耐烦的,,德,nan,2017-08-08
3246441,ungerade Taktart {Ger.},奇数拍子,,德,nan,2017-08-08
3246442,ungerader Takt {Ger.},奇数拍子,,德,nan,2017-08-08
3246443,Ungezwqungen {Ger.},不拘束的,,德,nan,2017-08-08
3246444,Ungezwungen {Ger.},自然音的,,德,nan,2017-08-08
3246445,Ungleicher Kontrapunkt {Ger.},不等值对位法,,德,nan,2017-08-08
3246446,Ungleichschwebende Temperatur {Ger.},不平均律,,德,nan,2017-08-08
3246447,unheimlich {Ger.},阴森的,,德,nan,2017-08-08
3246448,union pipes,爱尔兰风笛,,英,nan,2017-08-08
3246449,unione {It.},联结器,,义,nan,2017-08-08
3246450,unison,同度；齐奏；齐唱,,英,nan,2017-08-08
3246451,unison passage,齐奏段；齐唱段,,nan,nan,2017-08-08
3246452,Unisono {Ger.},同度；齐奏；齐唱,,德,nan,2017-08-08
3246453,unisono {It.},同度；齐奏；齐唱,,义,nan,2017-08-08
3246454,unisonus {Lat.},同度；齐奏；齐唱,,拉,nan,2017-08-08
3246455,unisson augmentée {Fr.},增一度,,法,nan,2017-08-08
3246456,unisson {Fr.},同度；齐奏；齐唱,,法,nan,2017-08-08
3246457,unit organ,单套风琴,,英,nan,2017-08-08
3246458,uniti {It.},合奏,,义,nan,2017-08-08
3246459,unity,统一,,英,nan,2017-08-08
3246460,Unmerklich {Ger.},不显著的,,德,nan,2017-08-08
3246461,unpitched sound,非固定音,,英,nan,2017-08-08
3246462,unprepared suspension,无预备挂留音,,英,nan,2017-08-08
3246463,unrelated key,非关系调,,英,nan,2017-08-08
3246464,unruhig {Ger.},不平静的；不安定的；急躁的,,德,nan,2017-08-08
3246465,Unschuldig {Ger.},天真的；纯洁的,,德,nan,2017-08-08
3246466,Unterdominante {Ger.},下属音,,德,nan,2017-08-08
3246467,Untermediantakkord {Ger.},下中音和弦,,德,nan,2017-08-08
3246468,Untermediante {Ger.},下中音,,德,nan,2017-08-08
3246469,Unterschiedschwelle {Ger.},差异临限,,德,nan,2017-08-08
3246470,Untertaste {Ger.},白键,,德,nan,2017-08-08
3246471,unusual tuning,特殊调音法,,英,nan,2017-08-08
3246472,Unverziert {Ger.},不修饰的,,德,nan,2017-08-08
3246473,unvollkommene konsonantes Intervall {Ger.},不完全协和音程,,德,nan,2017-08-08
3246474,unvollkommene Konsonanz {Ger.},不完全协和；不完全协和音,,德,nan,2017-08-08
3246475,unvollkommener Akkord {Ger.},不完全和弦,,德,nan,2017-08-08
3246476,unvollkommener Schluss {Ger.},不完全终止,,德,nan,2017-08-08
3246477,up-beat,上拍,,英,nan,2017-08-08
3246478,up-bow,上弓,,英,nan,2017-08-08
3246479,up-stroke,上弓,,英,nan,2017-08-08
3246480,upbeat {Eng.},弱起拍,,英,nan,2017-08-08
3246481,upper auxiliary note,上助音,,英,nan,2017-08-08
3246482,upper chest breathing,上胸部呼吸,,英,nan,2017-08-08
3246483,upper mordent,上涟音,,英,nan,2017-08-08
3246484,upper part,上声部,,英,nan,2017-08-08
3246485,upper partial tones,高泛音,,英,nan,2017-08-08
3246486,upper three parts,上三声部,,英,nan,2017-08-08
3246487,upper three voices,上三声部,,英,nan,2017-08-08
3246488,upper voice,上声部,,英,nan,2017-08-08
3246489,upright piano,立式钢琴,,英,nan,2017-08-08
3246490,upward suspension,上行挂留音,,英,nan,2017-08-08
3246491,Urtext-Ausgabe {Ger.},原典版,,德,nan,2017-08-08
3246492,urucungu {Por.},弓琴,,葡,nan,2017-08-08
3246493,usmic education,音乐教育,,英,nan,2017-08-08
3246494,Ut dièse {Fr.},升Ｃ音,,法,nan,2017-08-08
3246495,utility music,实用音乐,,英,nan,2017-08-08
3246496,Uvula {Ger.},口盖垂；悬雍垂,,英,nan,2017-08-08
