ID,英文詞彙,中文詞彙,藥理分類,審定日期,更新日期
21388814,Arsenic Trioxide,氧化砷,Antineoplastic agents: Miscellaneous others,114.08.20,2026-05-11
21388815,L-Asparaginase,天冬醯胺酸酶,Antineoplastic agents: Miscellaneous others,114.08.20,2026-05-11
21388816,Colaspase,天冬醯胺酸酶,Antineoplastic agents: Miscellaneous others,114.08.20,2026-05-11
21388817,Pegaspargase,天冬醯胺酸酶^聚乙二醇,Antineoplastic agents: Miscellaneous others,114.08.20,2026-05-11
21388818,Eribulin,噎利抑丝裂素,Antineoplastic agents: Miscellaneous others,114.08.20,2026-05-11
21388819,Hydroxyurea,羟脲,Antineoplastic agents: Miscellaneous others,114.08.20,2026-05-11
21388820,Hydroxycarbamide,羟脲,Antineoplastic agents: Miscellaneous others,114.08.20,2026-05-11
21388821,Gimeracil,邻氯碳尿嘧啶,Antineoplastic agents: Miscellaneous others,114.08.20,2026-05-11
21388822,Oteracil,羧氮尿嘧啶；羧三𠯤二酮,Antineoplastic agents: Miscellaneous others,114.08.20,2026-05-11
21388823,Venetoclax,围虐淋靶息,Antineoplastic agents: Miscellaneous others,114.08.20,2026-05-11
21388824,Ixabepilone,纤囊菌素B内醯胺,Antineoplastic agents: Miscellaneous others,114.08.20,2026-05-11
21400786,Adrenocorticotropic hormone (ACTH),促皮质素,Anterior pituitary lobe hormones and analogues,115.05.12,2026-05-20
21400787,adrenocorticotropin,促皮质素,Anterior pituitary lobe hormones and analogues,115.05.12,2026-05-20
21400788,Alimemazine,丁胺苯噻【口井】；三甲丙胺苯噻【口井】,Antihistamine,115.05.12,2026-05-20
21400789,Amobarbital,异戊巴比妥,Hypnotics and sedatives,115.05.12,2026-05-20
21400790,Amodiaquine,胺酚氯喹；酚二胺氯喹,Antiprotozoals,115.05.12,2026-05-20
21400791,Amoxapine,胺㗁氮呯；哌【口井】㗁氮呯,Antidepressants：Tricyclic antidepressants (TCA),115.05.12,2026-05-20
21400792,amylobarbitone,异戊巴比妥,Hypnotics and sedatives,115.05.12,2026-05-20
21400793,Aprotinin,凝多肽；抑胰蛋白酶,Antifibrinolytics: Proteinase inhibitors,115.05.12,2026-05-20
21400794,Armodafinil,l-芳烃亚砜醯胺；l-苯苄亚砜乙醯胺,Psychostimulants,115.05.12,2026-05-20
21400795,Attapulgite,镁铝海泡石,Antidiarrheal agents,115.05.12,2026-05-20
21400796,Balsalazide,柳偶氮苯醯胺酸,Disease-modifying antirheumatic drugs (DMARDs),115.05.12,2026-05-20
21400797,Benoxinate,丁氧新柯碱；丁氧新卡因,Analgesics & Anesthetics: Local anesthetics,115.05.12,2026-05-20
21400798,Benzatropine,苯苄托品；苯苄莨菪醚,Anti-parkinson drugs: Anticholinergic agents,115.05.12,2026-05-20
21400799,Benzene hexachloride (BHC),林丹；γ-六氯环己烷,Ectoparasiticides,115.05.12,2026-05-20
21400800,Benzethonium chloride,苄索铵氯盐,Antiseptic agents,115.05.12,2026-05-20
21400801,Benztropine,苯苄托品；苯苄莨菪醚,Anti-parkinson drugs: Anticholinergic agents,115.05.12,2026-05-20
21400802,Buflomedil,布福脉疾；丁醯甲氧苯啶,Peripheral vasodilators,115.05.12,2026-05-20
21400803,Cefaloridine,头孢噻吡锭,Antibiotics: First-generation cephalosporins,115.05.12,2026-05-20
21400804,Cephaloridine,头孢噻吡锭,Antibiotics: First-generation cephalosporins,115.05.12,2026-05-20
21400805,Chlormethine,甲氮芥,Antineoplastic agents: alkylating agents,115.05.12,2026-05-20
21400806,Chloroxylenol,氯二甲酚,Antiseptic agents,115.05.12,2026-05-20
21400807,Chlorpropamide,氯苯磺丙脲,Drugs used in dysglycemia: Sulfonylureas,115.05.12,2026-05-20
21400808,Choline theophyllinate,茶碱胆碱盐,Phosphodiesterase inhibitors：Methylated xanthines,115.05.12,2026-05-20
21400809,Clidinium bromide,扁桃𪡓锭酯溴盐,Muscarinic antagonists,115.05.12,2026-05-20
21400810,cloperastin,氯哌嗽汀,Cough suppressants,115.05.12,2026-05-20
21400811,Cloperastine,氯哌嗽汀,Cough suppressants,115.05.12,2026-05-20
21400812,co-dergocrine mesylate,氢麦角毒碱甲磺酸盐,Peripheral vasodilators,115.05.12,2026-05-20
21400813,Corticotropin,促皮质素,Anterior pituitary lobe hormones and analogues,115.05.12,2026-05-20
21400814,Cyclandelate,环扁桃酯；扁桃环己酯,Peripheral vasodilators,115.05.12,2026-05-20
21400815,Cyclopentolate,环戊胺酯；环戊茛菪胺酯,Muscarinic antagonists,115.05.12,2026-05-20
21400816,Daturine,莨菪碱,Muscarinic antagonist,115.05.12,2026-05-20
21400817,Dehydrocholic Acid,去氢胆酸,Hydrocholeretics,115.05.12,2026-05-20
21400818,Dexpanthenol,d-泛醯胺醇,Provitamin,115.05.12,2026-05-20
21400819,Dextropropoxyphene,d-吩丙胺酯；d-苄苯丙胺酯,Analgesics: Opioids,115.05.12,2026-05-20
21400820,Dichlorphenamide,二氯苯二磺胺,Antiglaucoma agents：Carbonic anhydrase inhibitors,115.05.12,2026-05-20
21400821,Diclofenamide,二氯苯二磺胺,Antiglaucoma agents：Carbonic anhydrase inhibitors,115.05.12,2026-05-20
21400822,Diethyltoluamide,二乙甲苯醯胺,Insecticides and repellents,115.05.12,2026-05-20
21400823,Dihydrocodeine,二氢咳定,Analgesics: Opioids,115.05.12,2026-05-20
21400824,Dihydroergotamine,二氢麦角胺,Antimigraine preparations: Ergot alkaloids,115.05.12,2026-05-20
21400825,dihydroergotoxine mesylates,氢麦角毒碱甲磺酸盐,Peripheral vasodilators,115.05.12,2026-05-20
21400826,Diiodohydroxyquinoline,二碘羟喹啉,Antiparasitics：Antiprotozoals,115.05.12,2026-05-20
21400827,Dimethicone,聚甲矽醚,Gastrointestinal Agents: Others,115.05.12,2026-05-20
21400828,dimethylpolysiloxane,聚甲矽醚,Gastrointestinal Agents: Others,115.05.12,2026-05-20
21400829,Disulfiram,涤甦方；缩双胺二硫甲酸,Aldehyde dehydrogenase inhibitors,115.05.12,2026-05-20
21400830,Doxercalciferol,d-钙二醇,Anti-parathyroid agents,115.05.12,2026-05-20
21400831,Droperidol,挫巴息冲；苯脲哌丁醯苯,Antidopaminergic drug,115.05.12,2026-05-20
21400832,Duboisine,莨菪碱,Muscarinic antagonist,115.05.12,2026-05-20
21400833,Echothiophate Iodide,硫胆碱膦乙酯碘盐,Acetylcholinesterase inhibitor,115.05.12,2026-05-20
21400834,Edrophonium chloride,酚乙二甲铵氯盐,Acetylcholinesterase inhibitor,115.05.12,2026-05-20
21400835,Emedastine,依弭敏汀；乙苯咪二氮呯,Antihistamines,115.05.12,2026-05-20
21400836,Enflurane,衍氟醚；氯五氟醚,Analgesics & Anesthetics: General anesthetics,115.05.12,2026-05-20
21400837,Eperisone,艾配利松；乙苯哌啶酮,Muscle relaxants: Centrally acting agents,115.05.12,2026-05-20
21400838,Ergoloid mesylates,氢麦角毒碱甲磺酸盐,Peripheral vasodilators,115.05.12,2026-05-20
21400839,Estriol (E3),雌酚二醇,Sex hormones: Estrogens,115.05.12,2026-05-20
21400840,Ethinylestradiol,乙炔雌酚醇,Sex hormones: Estrogens,115.05.12,2026-05-20
21400841,Ethyl p-Piperidinoacetylaminobenzoate,舒柯碱；哌醯胺苄酸酯,Analgesics & Anesthetics: Local anesthetics,115.05.12,2026-05-20
21400842,Ethynodiol diacetate,乙炔氢雌二乙酸酯,Sex hormones: Progestogens,115.05.12,2026-05-20
21400843,Etidronate,羟乙双膦酸,Calcium regulating agents: Bisphosphonates,115.05.12,2026-05-20
21400844,Etidronic acid,羟乙双膦酸,Calcium regulating agents: Bisphosphonates,115.05.12,2026-05-20
21400845,Etodolac,乙吲哌喃乙酸,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
21400846,Etofenamate,羟乙氟吩胺酯,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
21400847,Etynodiol diacetate,乙炔氢雌二乙酸酯,Sex hormones: Progestogens,115.05.12,2026-05-20
21400848,Exenatide,毒蜥促糖肽,Drugs used in dysglycemia: GLP-1 analogues,115.05.12,2026-05-20
21400849,Fenoprofen,吩苯丙酸,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
21400850,Fluphenazine,氟吩【口井】；氟噻【口井】羟哌【口井】,Antipsychotics,115.05.12,2026-05-20
21400851,Flurazepam,氟胺乙二氮呯酮,"Anxiolytics, Sedatives and Hypnotics: Benzodiazepines derivatives",115.05.12,2026-05-20
21400852,Flurbiprofen,氟联苯丙酸,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
21400853,Fondaparinux,仿达肝素,Antithrombotic agents,115.05.12,2026-05-20
21400854,Gallamine Triethiodide,五倍子胆碱三乙碘盐,Muscle relaxants: Peripherally acting agents,115.05.12,2026-05-20
21400855,Gammallin,林丹；γ-六氯环己烷,Ectoparasiticides,115.05.12,2026-05-20
21400856,Gammaxene,林丹；γ-六氯环己烷,Ectoparasiticides,115.05.12,2026-05-20
21400857,Glipizide,葡吡【口井】磺脲,Drugs used in dysglycemia: Sulfonylureas,115.05.12,2026-05-20
21400858,Gramicidin,短杆菌素,Antibiotics,115.05.12,2026-05-20
21400859,Guaiacolsulfonate,愈创木酚磺酸,Expectorants,115.05.12,2026-05-20
21400860,Halothane,卤乙烷,Analgesics & Anesthetics: General anesthetics,115.05.12,2026-05-20
21400861,Hexamethylenetetramine,六亚甲四胺,Antibiotics,115.05.12,2026-05-20
21400862,Hexamine,六亚甲四胺,Antibiotics,115.05.12,2026-05-20
21400863,Homatropine,降颠茄碱；扁桃莨菪酯,Muscarinic antagonist,115.05.12,2026-05-20
21400864,Homatropine methylbromide,降颠茄甲铵溴盐；扁桃甲莨菪酯溴盐,Muscarinic antagonist,115.05.12,2026-05-20
21400865,Hyaluronidase,玻尿酸酶,Enzymes,115.05.12,2026-05-20
21400866,hyamine,苄索铵氯盐,Antiseptic agents,115.05.12,2026-05-20
21400867,Hyoscyamine,莨菪碱,Muscarinic antagonist,115.05.12,2026-05-20
21400868,Iodoquinol,二碘羟喹啉,Antiparasitics：Antiprotozoals,115.05.12,2026-05-20
21400869,Isoxsuprine,艾纾缩宫,β2 adrenoreceptor agonists,115.05.12,2026-05-20
21400870,Ketoprofen,酮苯丙酸；苄醯苯丙酸,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
21400871,Lactitol,乳糖醇,Laxatives：Osmotic agents,115.05.12,2026-05-20
21400872,Levopropoxyphene,l-吩丙胺酯；l-苄苯丙胺酯,Antitussives,115.05.12,2026-05-20
21400873,Lindane,林丹；γ-六氯环己烷,Ectoparasiticides,115.05.12,2026-05-20
21400874,Loxapine,氯哌【口井】㗁氮呯,Antipsychotics,115.05.12,2026-05-20
21400875,Lysozyme,溶菌酶,Antibiotics,115.05.12,2026-05-20
21400876,Magaldrate,镁铝缀,Antacids,115.05.12,2026-05-20
21400877,Mechlorethamine,甲氮芥,Antineoplastic agents: alkylating agents,115.05.12,2026-05-20
21400878,Meclofenamic acid,甲氯吩酸；甲氯苯胺苄酸,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
21400879,Mepacrine,甲丁二胺吖啶；戊二胺吖啶,Antiprotozoals,115.05.12,2026-05-20
21400880,Mepenzolate,苯扁桃甲哌锭酯,Muscarinic antagonists,115.05.12,2026-05-20
21400881,Mepivacaine,甲哌啶柯碱；甲哌啶卡因,Analgesics & Anesthetics: Local anesthetics,115.05.12,2026-05-20
21400882,Meprobamate,甲丙胺甲酸酯；胺甲酸庚二酯,"Anxiolytics, Sedatives and Hypnotics",115.05.12,2026-05-20
21400883,Metaxalone,间甲苯㗁唑酮,Muscle relaxants,115.05.12,2026-05-20
21400884,Methacholine Chloride,甲乙醯胆碱氯盐,Muscarinic agonists,115.05.12,2026-05-20
21400885,Methadone,美沙酮；甲二苯己酮胺,Analgesics: Opioids,115.05.12,2026-05-20
21400886,Methenamine,六亚甲四胺,Antibiotics,115.05.12,2026-05-20
21400887,Methimazole,硫醇甲咪唑,Agents used to treat thyroid disorders: Antithyroid agents,115.05.12,2026-05-20
21400888,Methoxyflurane,甲氯氟乙醚,Analgesics & Anesthetics: General anesthetics,115.05.12,2026-05-20
21400889,Methscopolamine,甲东莨菪鐱,Muscarinic antagonists,115.05.12,2026-05-20
21400890,Methylergometrine,伸麦角新碱,Uterotonics,115.05.12,2026-05-20
21400891,Methylergonovine,伸麦角新碱,Uterotonics,115.05.12,2026-05-20
21400892,Methylhomatropine bromide,降颠茄甲铵溴盐；扁桃甲莨菪酯溴盐,Muscarinic antagonist,115.05.12,2026-05-20
21400893,Methylrosaniline,龙胆紫；结晶紫,Anti-infectives,115.05.12,2026-05-20
21400894,Methylscopolamine,甲东莨菪鐱,Muscarinic antagonists,115.05.12,2026-05-20
21400895,Modafinil,芳烃亚砜醯胺；苯苄亚砜乙醯胺,Psychostimulants,115.05.12,2026-05-20
21400896,"N,N-Diethyl-meta-toluamide (DEET)",二乙甲苯醯胺,Insecticides and repellents,115.05.12,2026-05-20
21400897,Nabumetone,萘丁弭痛；甲氧萘丁酮,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
21400898,Nadroparin,纳佐肝素,Antithrombotic agents：Heparin group,115.05.12,2026-05-20
21400899,Nalorphine,纳咯吩；丙烯原吗啡,Reversal agents,115.05.12,2026-05-20
21400900,Naltrexone,纳淬酮；环丙羟啡酮,Drugs used in alcohol dependence,115.05.12,2026-05-20
21400901,Nandrolone Decanoate,降睪酮癸酸酯,Sex hormones: Androgens,115.05.12,2026-05-20
21400902,Nandrolone phenylpropionate,降睪酮苯丙酸酯,Sex hormones: Androgens,115.05.12,2026-05-20
21400903,Nikethamide,烟碱醯乙胺,Respiratory stimulants,115.05.12,2026-05-20
21400904,Nimesulide,硝甲磺醯胺；硝苯醚甲磺醯胺,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
21400905,Nitrazepam,硝苯二氮呯酮,"Anxiolytics, Sedatives and Hypnotics: Benzodiazepines derivatives",115.05.12,2026-05-20
21400906,Nitrous Oxide,氧化亚氮,Analgesics & Anesthetics: General anesthetics,115.05.12,2026-05-20
21400907,noradrenalin,原肾上腺素,Cardiac stimulants: Adrenergic and dopaminergic agents,115.05.12,2026-05-20
21400908,Norethynodrel,乙炔氢雌酮醇,Sex hormones: Progestogens,115.05.12,2026-05-20
21400909,Noretynodrel,乙炔氢雌酮醇,Sex hormones: Progestogens,115.05.12,2026-05-20
21400910,oestriol,雌酚二醇,Sex hormones: Estrogens,115.05.12,2026-05-20
21400911,Olopatadine,㗁呯烯胺乙酸；羧乙㗁呯烯胺,Antihistamines,115.05.12,2026-05-20
21400912,Orlistat,奥脂酶汀,Antiobesity preparations,115.05.12,2026-05-20
21400913,Oxazepam,羟苯二氮呯酮,"Anxiolytics, Sedatives and Hypnotics: Benzodiazepines derivatives",115.05.12,2026-05-20
21400914,Oxtriphylline,茶碱胆碱盐,Phosphodiesterase inhibitors：Methylated xanthines,115.05.12,2026-05-20
21400915,Palygorskite,镁铝海泡石,Antidiarrheal agents,115.05.12,2026-05-20
21400916,Pancrelipase,胰脂酶,Enzymes,115.05.12,2026-05-20
21400917,Pancuronium,泛固醇箭毒,Muscle relaxants: Peripherally acting agents,115.05.12,2026-05-20
21400918,Panthenol,泛醯胺醇,Provitamin,115.05.12,2026-05-20
21400919,Parachlorophenol,对氯酚,Antibiotics,115.05.12,2026-05-20
21400920,Paricalcitol,泛钙三醇,Anti-parathyroid agents,115.05.12,2026-05-20
21400921,Penicillin V,青霉素V；吩甲西林,Antibiotics,115.05.12,2026-05-20
21400922,Pentobarbital,戊巴比妥,Hypnotics and sedatives,115.05.12,2026-05-20
21400923,Pergolide,丙氢麦角硫醚,Anti-parkinson drugs: Dopamine agonists,115.05.12,2026-05-20
21400924,Permethrin,吩苄除虫酯；苯氧苄除虫酯,"Ectoparasiticides, incl. scabicides",115.05.12,2026-05-20
21400925,Perphenazine,苯噻【口井】羟哌【口井】,Antipsychotics,115.05.12,2026-05-20
21400926,Phenol red,酚磺酞；酚红,Diagnostic agents,115.05.12,2026-05-20
21400927,Phenolsulfonphthalein (PSP),酚磺酞；酚红,Diagnostic agents,115.05.12,2026-05-20
21400928,Phenoxybenzamine,吩苄氯乙胺,Peripheral vasodilators,115.05.12,2026-05-20
21400929,Phenoxymethylpenicillin,青霉素V；吩甲西林,Antibiotics,115.05.12,2026-05-20
21400930,Phenylbutazone,苯丁吡唑酮,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
21400931,Phenyltoloxamine,苄吩乙胺,Antihistamines,115.05.12,2026-05-20
21400932,Pimozide,哌默静；氟苯丁哌苯脲,Antipsychotics,115.05.12,2026-05-20
21400933,Pipethanate Ethobromide,苯扁桃哌锭酯乙溴盐,Muscarinic antagonists,115.05.12,2026-05-20
21400934,Piroxicam,必炎克；吡苯磺醯胺,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
21400935,Polydimethylsiloxane (PDMS),聚甲矽醚,Gastrointestinal Agents : Others,115.05.12,2026-05-20
21400936,Prednisolone Hemisuccinate,去氢皮质醇半琥珀酸酯,Glucocorticoids,115.05.12,2026-05-20
21400937,Prednisolone Sodium Phosphate,去氢皮质醇磷酸酯钠盐,Glucocorticoids,115.05.12,2026-05-20
21400938,Probenecid,丙磺醯胺苄酸,Antigout preparations,115.05.12,2026-05-20
21400939,Procaine,新柯碱；新卡因,Analgesics & Anesthetics: Local anesthetics,115.05.12,2026-05-20
21400940,Procyclidine,丙环啶；环己苯羟丙吡咯啶,Anti-parkinson drugs: anticholinergic agents,115.05.12,2026-05-20
21400941,Promazine,丙胺苯噻𠯤,Antipsychotics,115.05.12,2026-05-20
21400942,Propantheline bromide,【口山】甲醯丙胆碱溴盐,Muscarinic antagonists,115.05.12,2026-05-20
21400943,Propoxycaine,丙氧新柯碱；丙氧新卡因,Analgesics & Anesthetics: Local anesthetics,115.05.12,2026-05-20
21400944,Propylhexedrine,环己丙胺,Adrenergic agonists: Norepinephrine–dopamine releasing agents,115.05.12,2026-05-20
21400945,Quazepam,氟乙二氮呯硫酮,"Anxiolytics, Sedatives and Hypnotics: Benzodiazepines derivatives",115.05.12,2026-05-20
21400946,quinacrine,戊二胺吖啶；甲丁二胺吖啶,Antiprotozoals,115.05.12,2026-05-20
21400947,Rizatriptan,三唑甲色胺,Analgesics & Anesthetics: Antimigraine preparations,115.05.12,2026-05-20
21400948,Ropivacaine,丙哌啶柯碱；丙哌啶卡因,Analgesics & Anesthetics: Local anesthetics,115.05.12,2026-05-20
21400949,Salsalate,柳酸柳酯,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
21400950,Santonin,山道年,Anthelminthics,115.05.12,2026-05-20
21400951,Secobarbital,裂苯巴比妥,Hypnotics and sedatives,115.05.12,2026-05-20
21400952,Sodium thiopental,硫戊巴比妥钠盐,Hypnotics and sedatives,115.05.12,2026-05-20
21400953,Spectinomycin,大观丝菌素,Antibiotics,115.05.12,2026-05-20
21400954,Stibophen,锑吩；磺儿茶酚锑钠盐,Anthelminthics,115.05.12,2026-05-20
21400955,Sucralfate,蔗铝硫酸酯-氢氧化铝,Drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),115.05.12,2026-05-20
21400956,Sufentanil,噻吩坦尼,Analgesics & Anesthetics: General anesthetics,115.05.12,2026-05-20
21400957,Sulindac,亚砜茚乙酸,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
21400958,Suprofen,纾炎息；噻吩醯苯丙酸,Analgesics & Anesthetics: Nonsteroidal anti-inflammatory drugs (NSAIDs),115.05.12,2026-05-20
