ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2913031,part commonality,零件通用化,,零件通用化,生产与作业管理组,2017-03-23
2913032,part family,零件族,,零件族,生产与作业管理组,2017-03-23
2913033,part number,零件代码,,零件代码,生产与作业管理组,2017-03-23
2913034,part period balancing (PPB)　　　　,零件期间平衡法,,nan,生产与作业管理组,2017-03-23
2913035,part standardization,零件标准化,,零件标准化,生产与作业管理组,2017-03-23
2913036,participative design,参与式设计,,参与式设计,生产与作业管理组,2017-03-23
2913037,passive data analysis,被动数据分析,,被动数据分析,生产与作业管理组,2017-03-23
2913038,pass-through warehouse,中转仓库,,中转仓库,生产与作业管理组,2017-03-23
2913039,past due order,过期订单,,过期订单,生产与作业管理组,2017-03-23
2913040,pegging,需求追踪,,反查；需求跟踪,生产与作业管理组,2017-03-23
2913041,perceived quality,知觉品质,,感知质量,生产与作业管理组,2017-03-23
2913043,performance characteristic,性能特性,,性能特性,生产与作业管理组,2017-03-23
2913044,performance indicator,绩效指标,,绩效指标,生产与作业管理组,2017-03-23
2913045,performance rating,绩效评定,,作业绩效评定,生产与作业管理组,2017-03-23
2913046,performance rating factor,绩效评定因素,,绩效评定因子,生产与作业管理组,2017-03-23
2913047,performance sampling,绩效抽样,,绩效取样,生产与作业管理组,2017-03-23
2913048,periodic order quantity (POQ)　　,周期订购量法,,nan,生产与作业管理组,2017-03-23
2913049,periodic replenishment,定期补货,,定期补货,生产与作业管理组,2017-03-23
2913050,periodic system,定期（订购）系统,,定期系统,生产与作业管理组,2017-03-23
2913051,period-review system　,定期盘存制,,nan,生产与作业管理组,2017-03-23
2913052,perpetual inventory,永续盘存,,永续盘存,生产与作业管理组,2017-03-23
2913053,perpetual inventory system,永续盘存系统；永续盘存制,,永续盘存系统,生产与作业管理组,2017-03-23
2913054,personal allowance,私事宽放,,生理宽放,生产与作业管理组,2017-03-23
2913055,personal time,私事宽放,,nan,生产与作业管理组,2017-03-23
2913056,personnel flow analysis,人员流分析,,人员流分析,生产与作业管理组,2017-03-23
2913057,phantom bill of material,虚拟物料清单,,虚拟物料清单,生产与作业管理组,2017-03-23
2913058,photograph analysis,影像分析,,影像分析,生产与作业管理组,2017-03-23
2913059,physical and chemical test,物理化学测试,,理化检验；器具检验,生产与作业管理组,2017-03-23
2913060,physical distribution,实体分配；实体配送；实体配销,,nan,生产与作业管理组,2017-03-23
2913061,physical inventory,实体存货；实体盘存,,实物库存,生产与作业管理组,2017-03-23
2913062,physical life　　　,实体寿命,,nan,生产与作业管理组,2017-03-23
2913063,picking list,领料单,,领料单,生产与作业管理组,2017-03-23
2913064,piece value,计件值,,计件值,生产与作业管理组,2017-03-23
2913065,pilot order,试作订单；试产订单,,试产订单,生产与作业管理组,2017-03-23
2913066,pilot plant,试作工厂,,试验工厂,生产与作业管理组,2017-03-23
2913067,pilot test,试作测验,,试生产,生产与作业管理组,2017-03-23
2913068,pipeline inventory,管道存货,,渠道库存,生产与作业管理组,2017-03-23
2913069,"plan, do, study, ameliorate (PDSA)",计划、实施、研究、改善模式,,计划、实施、研究、改进模式,生产与作业管理组,2017-03-23
2913070,planned load,计划负荷,,计划负荷,生产与作业管理组,2017-03-23
2913071,planned order,计划订单,,计划订单,生产与作业管理组,2017-03-23
2913072,planned order receipts,计划到货量,,计划到货量,生产与作业管理组,2017-03-23
2913073,planned order released,计划发出订货量,,计划发出订货量,生产与作业管理组,2017-03-23
2913074,planning horizon,规划周期,,计划期,生产与作业管理组,2017-03-23
2913075,plant layout　,工厂布置,,nan,生产与作业管理组,2017-03-23
2913076,plant within a plant,厂中厂,,厂中厂,生产与作业管理组,2017-03-23
2913077,point automation　,单点自动化,,nan,生产与作业管理组,2017-03-23
2913078,point value,计点值,,计点值,生产与作业管理组,2017-03-23
2913079,poka-yoka　,防呆{同fool proof},,nan,生产与作业管理组,2017-03-23
2913080,policy allowance,政策宽放,,政策宽放,生产与作业管理组,2017-03-23
2913082,P-Q analysis　,产品-产量分析,,nan,生产与作业管理组,2017-03-23
2913083,predetermined motion time,预定动作时间,,预定动作时间,生产与作业管理组,2017-03-23
2913084,predetermined motion time system (PMTS),预定动作时间系统,,预定动作时间系统,生产与作业管理组,2017-03-23
2913085,predetermined time standard {=PTS},预定动作时间标准,,预定动作时间标准法,生产与作业管理组,2020-04-01
2913086,predetermined time standards approach {=PTSA}　,预定时间标准法,,nan,生产与作业管理组,2020-04-01
2913087,predictive maintenance,预测性维修,,预知维护,生产与作业管理组,2017-03-23
2913088,preliminary element,概述要素,,概述要素,生产与作业管理组,2017-03-23
2913089,pre-position,预对{动素种类之一},,预对,生产与作业管理组,2017-03-23
2913090,prerequisite tree (PRT),条件树；条件树状图,,必备树,生产与作业管理组,2017-03-23
2913091,prevention cost,预防成本,,预防成本,生产与作业管理组,2017-03-23
2913092,preventive maintenance (PM) 　   ,预防维护；预防保养,,预防维护,生产与作业管理组,2017-03-23
2913093,preventive measure,预防措施,,预防措施,生产与作业管理组,2017-03-23
2913094,preventive sampling inspection,预防性抽样检验,,预防性抽样检验,生产与作业管理组,2017-03-23
2913095,principles of motion economy　    ,动作经济原则,,nan,生产与作业管理组,2017-03-23
2913096,priority control,优先控制,,优先级控制,生产与作业管理组,2017-03-23
2913097,priority planning,优先规划,,计划优先权,生产与作业管理组,2017-03-23
2913098,proactive customer-driven quality,主动式顾客驱动品质,,主动型客户驱动质量,生产与作业管理组,2017-03-23
2913099,procedure,程序,,程序,生产与作业管理组,2017-03-23
2913100,procedure detection,程序侦测；工序侦测,,工序检验,生产与作业管理组,2017-03-23
2913101,process,流程；制程,,过程；工艺,生产与作业管理组,2017-03-23
2913102,process analysis,制程分析；流程分析,,流程分析,生产与作业管理组,2017-03-23
2913104,process audit,流程稽核,,过程审核,生产与作业管理组,2017-03-23
2913105,process averaging unqualified rate,制程平均不合格率,,过程平均不合格率,生产与作业管理组,2017-03-23
2913107,process capability index,制程能力指标,,过程能力指数；工序能力指数,生产与作业管理组,2017-03-23
2913108,process chart　,程序图,,nan,生产与作业管理组,2017-03-23
2913110,process decision program chart {=PDPC},流程决策程序图；流程决策规划图,,过程决策程序图,生产与作业管理组,2020-03-25
2913111,process design,流程设计；制程设计,,过程设计；工艺设计,生产与作业管理组,2017-03-23
2913112,process distribution,制程分怖,,过程分布,生产与作业管理组,2017-03-23
2913113,process flexibility,流程弹性；制程弹性,,过程柔性；工艺柔性,生产与作业管理组,2017-03-23
2913114,process flow analysis,流程分析；制程流分析,,流程分析；工艺流分析,生产与作业管理组,2017-03-23
2913115,process focused,制程专注原则,,工艺专业化原则,生产与作业管理组,2017-03-23
2913116,process improvement,流程改善；制程改善,,流程改进；过程改进,生产与作业管理组,2017-03-23
2913117,process layout,流程式布置；制程式布置；程序式布置,,按功能布置,生产与作业管理组,2020-03-25
2913118,process planning　,制程规划,,nan,生产与作业管理组,2017-03-23
2913119,process quality　,制程品质,,nan,生产与作业管理组,2017-03-23
2913120,process sigma,流程标准差,,过程西格玛,生产与作业管理组,2017-03-23
2913121,processing sequence,加工顺序,,加工顺序,生产与作业管理组,2017-03-23
2913122,processing time,加工时间,,加工时间,生产与作业管理组,2017-03-23
2913123,processing waste,加工浪费；加工废料,,加工浪费；加工废料,生产与作业管理组,2017-03-23
2913124,processor-dominated scheduling,设备主导排程,,设备主导排程,生产与作业管理组,2017-03-23
2913125,procure to order (PTO),接单采购,,按订单采购,生产与作业管理组,2017-03-23
2913126,procurement,采购,,采购,生产与作业管理组,2017-03-23
2913127,procurement cycle,采购周期,,采购周期,生产与作业管理组,2017-03-23
2913128,procurement lead time,采购前置时间,,nan,生产与作业管理组,2017-03-23
2913129,procurement time,采购时间,,采购时间,生产与作业管理组,2017-03-23
2913130,producer's risk,生产者风险,,生产者风险,生产与作业管理组,2017-03-23
2913131,product audit,产品稽核,,产品审核,生产与作业管理组,2017-03-23
2913132,product configurator,产品配置器,,产品配置器,生产与作业管理组,2017-03-23
2913133,product design　,产品设计,,nan,生产与作业管理组,2017-03-23
2913134,product diversification,产品多样化,,产品多样化,生产与作业管理组,2017-03-23
2913135,product engineering,产品工程,,产品工程,生产与作业管理组,2017-03-23
2913137,product flow analysis,产品流分析,,产品流分析,生产与作业管理组,2017-03-23
2913138,product focused,产品专注原则,,对象专业化原则,生产与作业管理组,2017-03-23
2913139,product hierarchy,产品层次结构,,产品层次结构,生产与作业管理组,2017-03-23
2913140,product layout,产品式布置,,按产品布置,生产与作业管理组,2017-03-23
2913143,product load profile,产品负荷图,,产品负荷图,生产与作业管理组,2017-03-23
2913144,product modularity,产品模组化,,产品模块化,生产与作业管理组,2017-03-23
2913145,product planning,产品规划,,产品计划,生产与作业管理组,2017-03-23
2913146,product platform,产品平台,,产品平台,生产与作业管理组,2017-03-23
2913147,product prototype,产品原型；产品雏型,,产品原型,生产与作业管理组,2017-03-23
2913148,product quality,产品品质,,产品质量,生产与作业管理组,2017-03-23
2913149,product standard,产品标准,,产品标准,生产与作业管理组,2017-03-23
2913150,product structure file,产品结构档,,产品结构文件,生产与作业管理组,2017-03-23
